Time (min)	Area (pixel^2)	Normalized 
2250.0	9229.5	0.04046220618240574
2265.0	6938.0	0.02694925049239878
2280.0	4837.5	0.014562620151198859
2295.0	7914.0	0.03270471405488919
2310.0	7824.0	0.032173984832938235
2325.0	9415.0	0.04155609807876021
2340.0	8563.5	0.036534809939968625
2355.0	7598.5	0.030844213282383327
2370.0	10768.0	0.04953472738208966
2385.0	7530.0	0.030440269374565097
2400.0	6264.5	0.02297762681479909
2415.0	8891.5	0.03846902310441213
2430.0	8332.0	0.035169656441283656
2445.0	6895.0	0.02669567986413332
2460.0	8316.5	0.03507825307528099
2475.0	8058.0	0.03355388081001073
2490.0	10732.5	0.04932538418898678
2505.0	7980.0	0.0330939154843199
2520.0	7044.0	0.02757433157602991
2535.0	8956.5	0.038852327542487824
2550.0	7372.0	0.02950854474047341
2565.0	7475.0	0.03011593485003951
2580.0	9661.0	0.04300675795209284
2595.0	6258.0	0.02293929637099152
2610.0	8397.0	0.03555296087935935
2625.0	7558.0	0.030605385132505394
2640.0	8233.0	0.0345858542971376
2655.0	7405.0	0.029703145455188762
2670.0	6752.0	0.025852410100366794
2685.0	8046.5	0.03348606540942811
2700.0	7404.5	0.029700196959511257
2715.0	8080.0	0.033683614619820966
2730.0	8005.0	0.03324134026819517
2745.0	5040.0	0.01575676090058852
2760.0	5766.0	0.02003797662432627
2775.0	7617.0	0.030953307622451024
2790.0	5948.5	0.021114177546615716
2805.0	9056.5	0.03944202667798889
2820.0	6876.5	0.02658658552406562
2835.0	9418.0	0.04157378905282525
2850.0	8877.0	0.03838351672976448
2865.0	10112.0	0.04566630105320266
2880.0	7770.5	0.03185849579544516
2895.0	7586.0	0.030770500890445696
2910.0	11932.5	0.056401773814999584
2925.0	11067.0	0.05129792779723785
2940.0	10816.5	0.049820731462807674
2955.0	7597.5	0.030838316291028317
2970.0	9731.5	0.043422495842621096
2985.0	8928.0	0.03868426328887002
3000.0	5734.0	0.019849272900965928
3015.0	9558.0	0.04239936784252674
3030.0	10024.5	0.04515031430963922
3045.0	10861.5	0.05008609607378316
3060.0	7148.0	0.02818761867695102
3075.0	6742.5	0.025796388682494193
3090.0	6978.0	0.027185130146599207
3105.0	7022.0	0.027444597766219676
3120.0	8283.0	0.03488070386488813
3135.0	8948.0	0.038802203115970234
3150.0	5224.5	0.016844755805587988
3165.0	7432.0	0.02986236422177405
3180.0	5606.5	0.019097406503202068
3195.0	5618.5	0.019168170399462194
3210.0	5882.5	0.02072497611718501
3225.0	7253.0	0.02880680276922714
3240.0	7324.0	0.0292254891554329
3255.0	6958.0	0.02706719031949899
3270.0	6092.5	0.021963344301737252
3285.0	9057.5	0.0394479236693439
3300.0	4521.5	0.012699170883015486
3315.0	6079.0	0.02188373491844461
3330.0	6767.0	0.02594086497069195
3345.0	4431.5	0.012168441661064525
3360.0	5120.5	0.01623146870466688
3375.0	5349.0	0.017578931229286818
3390.0	6708.5	0.02559589097642383
3405.0	7157.0	0.028240691599146116
3420.0	2368.0	0.0
3435.0	5044.0	0.015780348866008563
3450.0	3912.0	0.00910495465213648
3465.0	6425.0	0.023924093927278303
3480.0	3761.5	0.008217457453207374
3495.0	6212.0	0.02266803476866103
3510.0	6285.5	0.023101463633254313
3525.0	6252.5	0.02290686291853896
3540.0	6025.0	0.021565297385274032
3555.0	4601.5	0.01317093019141634
3570.0	4449.0	0.012271639009777211
3585.0	7542.0	0.030511033270825223
3600.0	3790.5	0.008388470202502683
3615.0	5314.0	0.017372536531861445
3630.0	6504.0	0.024389956244324145
3645.0	6255.5	0.022924553892603994
3660.0	5547.0	0.018746535517578933
3675.0	6207.0	0.022638549811885976
3690.0	5451.5	0.01818337284317541
3705.0	6766.5	0.025937916475014446
3720.0	7003.5	0.02733550342615198
3735.0	6595.0	0.024926582457630117
3750.0	6534.5	0.024569814480651972
3765.0	2842.5	0.0027981223979525647
3780.0	4882.5	0.014827984762174338
3795.0	6320.5	0.023307858330679686
3810.0	6356.0	0.023517201523782567
3825.0	7972.5	0.03304968804915732
3840.0	6452.0	0.02408331269386359
3855.0	4865.0	0.014724787413461652
